CSD,Period,Vehicle_Type,Total_Vehicle_Registration_Count
Barrhead County No. 11,2005,Total Motorized Vehicles,1340
Barrhead County No. 11,2006,Total Motorized Vehicles,1385
Barrhead County No. 11,2007,Total Motorized Vehicles,1460
Barrhead County No. 11,2008,Total Motorized Vehicles,1476
Barrhead County No. 11,2009,Total Motorized Vehicles,1459
Barrhead County No. 11,2010,Total Motorized Vehicles,1459
Barrhead County No. 11,2011,Total Motorized Vehicles,1515
Barrhead County No. 11,2012,Total Motorized Vehicles,1551
Barrhead County No. 11,2013,Total Motorized Vehicles,1565
Barrhead County No. 11,2014,Total Motorized Vehicles,1629
Barrhead County No. 11,2015,Total Motorized Vehicles,1610
Barrhead County No. 11,2016,Total Motorized Vehicles,1805
Barrhead County No. 11,2017,Total Motorized Vehicles,1890
Barrhead County No. 11,2018,Total Motorized Vehicles,1911
Barrhead County No. 11,2019,Total Motorized Vehicles,1911
Barrhead County No. 11,2020,Total Motorized Vehicles,1962
Bittern Lake,2005,Total Motorized Vehicles,478
Bittern Lake,2006,Total Motorized Vehicles,486
Bittern Lake,2007,Total Motorized Vehicles,510
Bittern Lake,2008,Total Motorized Vehicles,546
Bittern Lake,2009,Total Motorized Vehicles,582
Bittern Lake,2010,Total Motorized Vehicles,582
Bittern Lake,2011,Total Motorized Vehicles,587
Bittern Lake,2012,Total Motorized Vehicles,616
Bittern Lake,2013,Total Motorized Vehicles,615
Bittern Lake,2014,Total Motorized Vehicles,641
Bittern Lake,2015,Total Motorized Vehicles,653
Bittern Lake,2016,Total Motorized Vehicles,614
Bittern Lake,2017,Total Motorized Vehicles,649
Bittern Lake,2018,Total Motorized Vehicles,665
Bittern Lake,2019,Total Motorized Vehicles,641
Bittern Lake,2020,Total Motorized Vehicles,664
Hay Lakes,2005,Total Motorized Vehicles,794
Hay Lakes,2006,Total Motorized Vehicles,852
Hay Lakes,2007,Total Motorized Vehicles,916
Hay Lakes,2008,Total Motorized Vehicles,970
Hay Lakes,2009,Total Motorized Vehicles,1014
Hay Lakes,2010,Total Motorized Vehicles,1014
Hay Lakes,2011,Total Motorized Vehicles,1014
Hay Lakes,2012,Total Motorized Vehicles,1051
Hay Lakes,2013,Total Motorized Vehicles,1111
Hay Lakes,2014,Total Motorized Vehicles,1168
Hay Lakes,2015,Total Motorized Vehicles,1181
Hay Lakes,2016,Total Motorized Vehicles,1140
Hay Lakes,2017,Total Motorized Vehicles,1155
Hay Lakes,2018,Total Motorized Vehicles,1197
Hay Lakes,2019,Total Motorized Vehicles,1184
Hay Lakes,2020,Total Motorized Vehicles,1206
Beaver County,2005,Total Motorized Vehicles,494
Beaver County,2006,Total Motorized Vehicles,512
Beaver County,2007,Total Motorized Vehicles,526
Beaver County,2008,Total Motorized Vehicles,514
Beaver County,2009,Total Motorized Vehicles,522
Beaver County,2010,Total Motorized Vehicles,522
Beaver County,2011,Total Motorized Vehicles,539
Beaver County,2012,Total Motorized Vehicles,539
Beaver County,2013,Total Motorized Vehicles,567
Beaver County,2014,Total Motorized Vehicles,569
Beaver County,2015,Total Motorized Vehicles,3006
Beaver County,2016,Total Motorized Vehicles,3720
Beaver County,2017,Total Motorized Vehicles,3884
Beaver County,2018,Total Motorized Vehicles,4021
Beaver County,2019,Total Motorized Vehicles,3995
Beaver County,2020,Total Motorized Vehicles,4147
Barrhead,2005,Total Motorized Vehicles,7540
Barrhead,2006,Total Motorized Vehicles,7775
Barrhead,2007,Total Motorized Vehicles,8104
Barrhead,2008,Total Motorized Vehicles,8195
Barrhead,2009,Total Motorized Vehicles,8313
Barrhead,2010,Total Motorized Vehicles,8313
Barrhead,2011,Total Motorized Vehicles,8476
Barrhead,2012,Total Motorized Vehicles,8687
Barrhead,2013,Total Motorized Vehicles,8835
Barrhead,2014,Total Motorized Vehicles,9137
Barrhead,2015,Total Motorized Vehicles,9107
Barrhead,2016,Total Motorized Vehicles,8713
Barrhead,2017,Total Motorized Vehicles,8760
Barrhead,2018,Total Motorized Vehicles,8810
Barrhead,2019,Total Motorized Vehicles,8724
Barrhead,2020,Total Motorized Vehicles,8819
Medicine Hat,2005,Total Motorized Vehicles,49411
Medicine Hat,2006,Total Motorized Vehicles,51960
Medicine Hat,2007,Total Motorized Vehicles,54275
Medicine Hat,2008,Total Motorized Vehicles,55828
Medicine Hat,2009,Total Motorized Vehicles,55662
Medicine Hat,2010,Total Motorized Vehicles,55662
Medicine Hat,2011,Total Motorized Vehicles,57383
Medicine Hat,2012,Total Motorized Vehicles,58493
Medicine Hat,2013,Total Motorized Vehicles,59498
Medicine Hat,2014,Total Motorized Vehicles,60988
Medicine Hat,2015,Total Motorized Vehicles,60995
Medicine Hat,2016,Total Motorized Vehicles,60173
Medicine Hat,2017,Total Motorized Vehicles,59515
Medicine Hat,2018,Total Motorized Vehicles,60465
Medicine Hat,2019,Total Motorized Vehicles,59821
Medicine Hat,2020,Total Motorized Vehicles,60072
Forty Mile County No. 8,2005,Total Motorized Vehicles,1656
Forty Mile County No. 8,2006,Total Motorized Vehicles,1677
Forty Mile County No. 8,2007,Total Motorized Vehicles,1768
Forty Mile County No. 8,2008,Total Motorized Vehicles,1814
Forty Mile County No. 8,2009,Total Motorized Vehicles,1788
Forty Mile County No. 8,2010,Total Motorized Vehicles,1788
Forty Mile County No. 8,2011,Total Motorized Vehicles,1791
Forty Mile County No. 8,2012,Total Motorized Vehicles,1806
Forty Mile County No. 8,2013,Total Motorized Vehicles,1828
Forty Mile County No. 8,2014,Total Motorized Vehicles,1832
Forty Mile County No. 8,2015,Total Motorized Vehicles,1869
Forty Mile County No. 8,2016,Total Motorized Vehicles,1863
Forty Mile County No. 8,2017,Total Motorized Vehicles,1844
Forty Mile County No. 8,2018,Total Motorized Vehicles,1855
Forty Mile County No. 8,2019,Total Motorized Vehicles,1854
Forty Mile County No. 8,2020,Total Motorized Vehicles,1865
Cypress County,2005,Total Motorized Vehicles,4553
Cypress County,2006,Total Motorized Vehicles,4751
Cypress County,2007,Total Motorized Vehicles,5096
Cypress County,2008,Total Motorized Vehicles,5389
Cypress County,2009,Total Motorized Vehicles,5574
Cypress County,2010,Total Motorized Vehicles,5574
Cypress County,2011,Total Motorized Vehicles,5663
Cypress County,2012,Total Motorized Vehicles,5891
Cypress County,2013,Total Motorized Vehicles,6017
Cypress County,2014,Total Motorized Vehicles,6178
Cypress County,2015,Total Motorized Vehicles,6226
Cypress County,2016,Total Motorized Vehicles,6255
Cypress County,2017,Total Motorized Vehicles,6327
Cypress County,2018,Total Motorized Vehicles,6209
Cypress County,2019,Total Motorized Vehicles,6168
Cypress County,2020,Total Motorized Vehicles,6350
Lacombe,2005,Total Motorized Vehicles,13035
Lacombe,2006,Total Motorized Vehicles,13845
Lacombe,2007,Total Motorized Vehicles,14745
Lacombe,2008,Total Motorized Vehicles,15068
Lacombe,2009,Total Motorized Vehicles,15670
Lacombe,2010,Total Motorized Vehicles,15670
Lacombe,2011,Total Motorized Vehicles,16273
Lacombe,2012,Total Motorized Vehicles,16841
Lacombe,2013,Total Motorized Vehicles,17445
Lacombe,2014,Total Motorized Vehicles,18087
Lacombe,2015,Total Motorized Vehicles,18250
Lacombe,2016,Total Motorized Vehicles,17658
Lacombe,2017,Total Motorized Vehicles,17718
Lacombe,2018,Total Motorized Vehicles,18230
Lacombe,2019,Total Motorized Vehicles,17878
Lacombe,2020,Total Motorized Vehicles,18117
Cowley,2005,Total Motorized Vehicles,499
Cowley,2006,Total Motorized Vehicles,535
Cowley,2007,Total Motorized Vehicles,569
Cowley,2008,Total Motorized Vehicles,589
Cowley,2009,Total Motorized Vehicles,607
Cowley,2010,Total Motorized Vehicles,607
Cowley,2011,Total Motorized Vehicles,616
Cowley,2012,Total Motorized Vehicles,614
Cowley,2013,Total Motorized Vehicles,605
Cowley,2014,Total Motorized Vehicles,637
Cowley,2015,Total Motorized Vehicles,645
Cowley,2016,Total Motorized Vehicles,642
Cowley,2017,Total Motorized Vehicles,636
Cowley,2018,Total Motorized Vehicles,622
Cowley,2019,Total Motorized Vehicles,621
Cowley,2020,Total Motorized Vehicles,655
Willow Creek No. 26,2005,Total Motorized Vehicles,90
Willow Creek No. 26,2006,Total Motorized Vehicles,95
Willow Creek No. 26,2007,Total Motorized Vehicles,87
Willow Creek No. 26,2008,Total Motorized Vehicles,82
Willow Creek No. 26,2009,Total Motorized Vehicles,82
Willow Creek No. 26,2010,Total Motorized Vehicles,82
Willow Creek No. 26,2011,Total Motorized Vehicles,84
Willow Creek No. 26,2012,Total Motorized Vehicles,80
Willow Creek No. 26,2013,Total Motorized Vehicles,86
Willow Creek No. 26,2014,Total Motorized Vehicles,87
Willow Creek No. 26,2015,Total Motorized Vehicles,95
Willow Creek No. 26,2016,Total Motorized Vehicles,104
Willow Creek No. 26,2017,Total Motorized Vehicles,111
Willow Creek No. 26,2018,Total Motorized Vehicles,126
Willow Creek No. 26,2019,Total Motorized Vehicles,117
Willow Creek No. 26,2020,Total Motorized Vehicles,127
Fort Macleod,2005,Total Motorized Vehicles,4338
Fort Macleod,2006,Total Motorized Vehicles,4508
Fort Macleod,2007,Total Motorized Vehicles,4793
Fort Macleod,2008,Total Motorized Vehicles,4933
Fort Macleod,2009,Total Motorized Vehicles,5029
Fort Macleod,2010,Total Motorized Vehicles,5029
Fort Macleod,2011,Total Motorized Vehicles,5151
Fort Macleod,2012,Total Motorized Vehicles,5234
Fort Macleod,2013,Total Motorized Vehicles,5362
Fort Macleod,2014,Total Motorized Vehicles,5456
Fort Macleod,2015,Total Motorized Vehicles,5585
Fort Macleod,2016,Total Motorized Vehicles,5449
Fort Macleod,2017,Total Motorized Vehicles,5500
Fort Macleod,2018,Total Motorized Vehicles,5675
Fort Macleod,2019,Total Motorized Vehicles,5721
Fort Macleod,2020,Total Motorized Vehicles,5840
Raymond,2005,Total Motorized Vehicles,3230
Raymond,2006,Total Motorized Vehicles,3383
Raymond,2007,Total Motorized Vehicles,3641
Raymond,2008,Total Motorized Vehicles,3804
Raymond,2009,Total Motorized Vehicles,4051
Raymond,2010,Total Motorized Vehicles,4051
Raymond,2011,Total Motorized Vehicles,4113
Raymond,2012,Total Motorized Vehicles,4159
Raymond,2013,Total Motorized Vehicles,4289
Raymond,2014,Total Motorized Vehicles,4403
Raymond,2015,Total Motorized Vehicles,4554
Raymond,2016,Total Motorized Vehicles,4525
Raymond,2017,Total Motorized Vehicles,4572
Raymond,2018,Total Motorized Vehicles,4785
Raymond,2019,Total Motorized Vehicles,4796
Raymond,2020,Total Motorized Vehicles,5024
Stirling,2005,Total Motorized Vehicles,974
Stirling,2006,Total Motorized Vehicles,1032
Stirling,2007,Total Motorized Vehicles,1150
Stirling,2008,Total Motorized Vehicles,1249
Stirling,2009,Total Motorized Vehicles,1338
Stirling,2010,Total Motorized Vehicles,1338
Stirling,2011,Total Motorized Vehicles,1346
Stirling,2012,Total Motorized Vehicles,1399
Stirling,2013,Total Motorized Vehicles,1428
Stirling,2014,Total Motorized Vehicles,1510
Stirling,2015,Total Motorized Vehicles,1536
Stirling,2016,Total Motorized Vehicles,1538
Stirling,2017,Total Motorized Vehicles,1544
Stirling,2018,Total Motorized Vehicles,1565
Stirling,2019,Total Motorized Vehicles,1510
Stirling,2020,Total Motorized Vehicles,1582
Lethbridge County,2005,Total Motorized Vehicles,2534
Lethbridge County,2006,Total Motorized Vehicles,2679
Lethbridge County,2007,Total Motorized Vehicles,2778
Lethbridge County,2008,Total Motorized Vehicles,2945
Lethbridge County,2009,Total Motorized Vehicles,2968
Lethbridge County,2010,Total Motorized Vehicles,2968
Lethbridge County,2011,Total Motorized Vehicles,2959
Lethbridge County,2012,Total Motorized Vehicles,2968
Lethbridge County,2013,Total Motorized Vehicles,3005
Lethbridge County,2014,Total Motorized Vehicles,3116
Lethbridge County,2015,Total Motorized Vehicles,3117
Lethbridge County,2016,Total Motorized Vehicles,3077
Lethbridge County,2017,Total Motorized Vehicles,4547
Lethbridge County,2018,Total Motorized Vehicles,5512
Lethbridge County,2019,Total Motorized Vehicles,5650
Lethbridge County,2020,Total Motorized Vehicles,6016
"Taber, M.D.",2005,Total Motorized Vehicles,2311
"Taber, M.D.",2006,Total Motorized Vehicles,2337
"Taber, M.D.",2007,Total Motorized Vehicles,2480
"Taber, M.D.",2008,Total Motorized Vehicles,2570
"Taber, M.D.",2009,Total Motorized Vehicles,2715
"Taber, M.D.",2010,Total Motorized Vehicles,2715
"Taber, M.D.",2011,Total Motorized Vehicles,2822
"Taber, M.D.",2012,Total Motorized Vehicles,2876
"Taber, M.D.",2013,Total Motorized Vehicles,2943
"Taber, M.D.",2014,Total Motorized Vehicles,3056
"Taber, M.D.",2015,Total Motorized Vehicles,3038
"Taber, M.D.",2016,Total Motorized Vehicles,2991
"Taber, M.D.",2017,Total Motorized Vehicles,3046
"Taber, M.D.",2018,Total Motorized Vehicles,3086
"Taber, M.D.",2019,Total Motorized Vehicles,3119
"Taber, M.D.",2020,Total Motorized Vehicles,3081
Taber,2005,Total Motorized Vehicles,9243
Taber,2006,Total Motorized Vehicles,9851
Taber,2007,Total Motorized Vehicles,10292
Taber,2008,Total Motorized Vehicles,10581
Taber,2009,Total Motorized Vehicles,10805
Taber,2010,Total Motorized Vehicles,10805
Taber,2011,Total Motorized Vehicles,10987
Taber,2012,Total Motorized Vehicles,11326
Taber,2013,Total Motorized Vehicles,11448
Taber,2014,Total Motorized Vehicles,11565
Taber,2015,Total Motorized Vehicles,11653
Taber,2016,Total Motorized Vehicles,11695
Taber,2017,Total Motorized Vehicles,11771
Taber,2018,Total Motorized Vehicles,12155
Taber,2019,Total Motorized Vehicles,12079
Taber,2020,Total Motorized Vehicles,12348
Pincher Creek No. 9,2005,Total Motorized Vehicles,874
Pincher Creek No. 9,2006,Total Motorized Vehicles,905
Pincher Creek No. 9,2007,Total Motorized Vehicles,914
Pincher Creek No. 9,2008,Total Motorized Vehicles,975
Pincher Creek No. 9,2009,Total Motorized Vehicles,1045
Pincher Creek No. 9,2010,Total Motorized Vehicles,1045
Pincher Creek No. 9,2011,Total Motorized Vehicles,1023
Pincher Creek No. 9,2012,Total Motorized Vehicles,1030
Pincher Creek No. 9,2013,Total Motorized Vehicles,1072
Pincher Creek No. 9,2014,Total Motorized Vehicles,1083
Pincher Creek No. 9,2015,Total Motorized Vehicles,1151
Pincher Creek No. 9,2016,Total Motorized Vehicles,1149
Pincher Creek No. 9,2017,Total Motorized Vehicles,1148
Pincher Creek No. 9,2018,Total Motorized Vehicles,1144
Pincher Creek No. 9,2019,Total Motorized Vehicles,1156
Pincher Creek No. 9,2020,Total Motorized Vehicles,1221
Pincher Creek,2005,Total Motorized Vehicles,5333
Pincher Creek,2006,Total Motorized Vehicles,5633
Pincher Creek,2007,Total Motorized Vehicles,5683
Pincher Creek,2008,Total Motorized Vehicles,5901
Pincher Creek,2009,Total Motorized Vehicles,5933
Pincher Creek,2010,Total Motorized Vehicles,5933
Pincher Creek,2011,Total Motorized Vehicles,5978
Pincher Creek,2012,Total Motorized Vehicles,6124
Pincher Creek,2013,Total Motorized Vehicles,6276
Pincher Creek,2014,Total Motorized Vehicles,6422
Pincher Creek,2015,Total Motorized Vehicles,6463
Pincher Creek,2016,Total Motorized Vehicles,6426
Pincher Creek,2017,Total Motorized Vehicles,6418
Pincher Creek,2018,Total Motorized Vehicles,6532
Pincher Creek,2019,Total Motorized Vehicles,6449
Pincher Creek,2020,Total Motorized Vehicles,6427
Cardston,2005,Total Motorized Vehicles,4762
Cardston,2006,Total Motorized Vehicles,4925
Cardston,2007,Total Motorized Vehicles,5296
Cardston,2008,Total Motorized Vehicles,5354
Cardston,2009,Total Motorized Vehicles,5520
Cardston,2010,Total Motorized Vehicles,5520
Cardston,2011,Total Motorized Vehicles,5576
Cardston,2012,Total Motorized Vehicles,5621
Cardston,2013,Total Motorized Vehicles,5655
Cardston,2014,Total Motorized Vehicles,5781
Cardston,2015,Total Motorized Vehicles,5905
Cardston,2016,Total Motorized Vehicles,5866
Cardston,2017,Total Motorized Vehicles,5853
Cardston,2018,Total Motorized Vehicles,5858
Cardston,2019,Total Motorized Vehicles,5771
Cardston,2020,Total Motorized Vehicles,5974
Glenwood,2005,Total Motorized Vehicles,450
Glenwood,2006,Total Motorized Vehicles,469
Glenwood,2007,Total Motorized Vehicles,495
Glenwood,2008,Total Motorized Vehicles,490
Glenwood,2009,Total Motorized Vehicles,510
Glenwood,2010,Total Motorized Vehicles,510
Glenwood,2011,Total Motorized Vehicles,520
Glenwood,2012,Total Motorized Vehicles,538
Glenwood,2013,Total Motorized Vehicles,545
Glenwood,2014,Total Motorized Vehicles,550
Glenwood,2015,Total Motorized Vehicles,531
Glenwood,2016,Total Motorized Vehicles,550
Glenwood,2017,Total Motorized Vehicles,559
Glenwood,2018,Total Motorized Vehicles,590
Glenwood,2019,Total Motorized Vehicles,617
Glenwood,2020,Total Motorized Vehicles,634
Hill Spring,2005,Total Motorized Vehicles,406
Hill Spring,2006,Total Motorized Vehicles,405
Hill Spring,2007,Total Motorized Vehicles,425
Hill Spring,2008,Total Motorized Vehicles,442
Hill Spring,2009,Total Motorized Vehicles,432
Hill Spring,2010,Total Motorized Vehicles,432
Hill Spring,2011,Total Motorized Vehicles,445
Hill Spring,2012,Total Motorized Vehicles,471
Hill Spring,2013,Total Motorized Vehicles,500
Hill Spring,2014,Total Motorized Vehicles,520
Hill Spring,2015,Total Motorized Vehicles,544
Hill Spring,2016,Total Motorized Vehicles,550
Hill Spring,2017,Total Motorized Vehicles,524
Hill Spring,2018,Total Motorized Vehicles,532
Hill Spring,2019,Total Motorized Vehicles,562
Hill Spring,2020,Total Motorized Vehicles,541
Claresholm,2005,Total Motorized Vehicles,4637
Claresholm,2006,Total Motorized Vehicles,4933
Claresholm,2007,Total Motorized Vehicles,5139
Claresholm,2008,Total Motorized Vehicles,5239
Claresholm,2009,Total Motorized Vehicles,5252
Claresholm,2010,Total Motorized Vehicles,5252
Claresholm,2011,Total Motorized Vehicles,5397
Claresholm,2012,Total Motorized Vehicles,5456
Claresholm,2013,Total Motorized Vehicles,5575
Claresholm,2014,Total Motorized Vehicles,5643
Claresholm,2015,Total Motorized Vehicles,5763
Claresholm,2016,Total Motorized Vehicles,5639
Claresholm,2017,Total Motorized Vehicles,5706
Claresholm,2018,Total Motorized Vehicles,5696
Claresholm,2019,Total Motorized Vehicles,5649
Claresholm,2020,Total Motorized Vehicles,5782
Stavely,2005,Total Motorized Vehicles,895
Stavely,2006,Total Motorized Vehicles,989
Stavely,2007,Total Motorized Vehicles,1018
Stavely,2008,Total Motorized Vehicles,1040
Stavely,2009,Total Motorized Vehicles,1022
Stavely,2010,Total Motorized Vehicles,1022
Stavely,2011,Total Motorized Vehicles,1067
Stavely,2012,Total Motorized Vehicles,1134
Stavely,2013,Total Motorized Vehicles,1181
Stavely,2014,Total Motorized Vehicles,1231
Stavely,2015,Total Motorized Vehicles,1236
Stavely,2016,Total Motorized Vehicles,1229
Stavely,2017,Total Motorized Vehicles,1168
Stavely,2018,Total Motorized Vehicles,1170
Stavely,2019,Total Motorized Vehicles,1187
Stavely,2020,Total Motorized Vehicles,1203
Nanton,2005,Total Motorized Vehicles,3295
Nanton,2006,Total Motorized Vehicles,3505
