CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4808026,Bentley,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808026,Bentley,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808026,Bentley,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808026,Bentley,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808027,Sunbreaker Cove,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808027,Sunbreaker Cove,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808027,Sunbreaker Cove,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808027,Sunbreaker Cove,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808028,Gull Lake,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808028,Gull Lake,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808028,Gull Lake,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808028,Gull Lake,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808028,Gull Lake,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808029,Blackfalds,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808029,Blackfalds,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808029,Blackfalds,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808029,Blackfalds,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4808029,Blackfalds,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807028,Rochon Sands,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807028,Rochon Sands,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807028,Rochon Sands,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807028,Rochon Sands,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807028,Rochon Sands,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807029,Donalda,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807029,Donalda,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807029,Donalda,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807029,Donalda,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807029,Donalda,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807031,Flagstaff County,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807031,Flagstaff County,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,10
4807031,Flagstaff County,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807031,Flagstaff County,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807031,Flagstaff County,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807032,Alliance,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807032,Alliance,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807032,Alliance,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,10
4807032,Alliance,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807032,Alliance,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807027,White Sands,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807027,White Sands,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807027,White Sands,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807027,White Sands,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807036,Forestburg,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807036,Forestburg,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807036,Forestburg,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807036,Forestburg,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807036,Forestburg,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807038,Heisler,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807038,Heisler,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807038,Heisler,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807038,Heisler,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807038,Heisler,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4811016,Leduc,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,75
4811016,Leduc,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,180
4811016,Leduc,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,205
4811016,Leduc,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,390
4811016,Leduc,2021,Private Households by Structural Type,"Apartment, building that has five or more storeys",,420
4807008,Amisk,2001,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807008,Amisk,2006,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807008,Amisk,2011,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
4807008,Amisk,2016,Private Households by Structural Type,"Apartment, building that has five or more storeys",,0
