CSD,Period,Key,0-4 (Count of People),05-09 (Count of People),10-14 (Count of People),15-19 (Count of People),20-24 (Count of People),25-29 (Count of People),30-34 (Count of People),35-39 (Count of People),40-44 (Count of People),45-49 (Count of People),50-54 (Count of People),55-59 (Count of People),Life Expectancy (Years),Oil Wells (Count),Natural Gas Production (m^3),CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t),Oats (Count),Canola (Count),Barley (Count),Durum Wheat (Count),Non-Durum Wheat (Count),Other Crops (Count),Cattle and Calves (Count),Pigs (Count),Dwelling Units (Count),"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Residence/Housing Starts (Count),Vehicle Registration (Count),Fire Size (Hectares),Fires (Count),Adjusted_AQHI
Gull Lake,2019,Gull Lake2019,9,0,12,3,8,4,8,7,3,9,14,13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,,,
Gull Lake,2020,Gull Lake2020,12,1,14,4,6,6,7,9,8,6,9,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,,,
Gull Lake,2021,Gull Lake2021,8,4,28,6,5,2,5,15,16,14,10,14,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,
Gull Lake,2022,Gull Lake2022,8,0,25,15,6,1,4,19,13,10,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2023,Gull Lake2023,8,2,27,17,6,1,5,15,14,17,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackfalds,2001,Blackfalds2001,347,61,241,201,290,400,363,325,257,197,147,69,,,,,,,,,,,,,,,1238.0,15.0,0.0,5.0,160.0,0.0,65.0,65.0,765.0,,,,,
Blackfalds,2002,Blackfalds2002,376,62,240,214,323,442,395,336,279,222,161,83,,,,,,,,,,,,,,,1410.0,,,,,,,,,,,,,
Blackfalds,2003,Blackfalds2003,405,72,240,226,341,494,427,330,307,245,179,95,,,,,,,,,,,,,,,1499.0,,,,,,,,,,,,,
Blackfalds,2004,Blackfalds2004,425,81,246,241,350,544,474,322,336,264,202,111,,,,0.0,0.0,0.0,,,,,,,,,1321.0,,,,,,,,,,,,,
Blackfalds,2005,Blackfalds2005,475,68,267,230,389,582,530,361,351,279,215,131,,,,0.0,0.0,0.0,,,,,,,,,1854.0,,,,,,,,,,5026.0,,,
Blackfalds,2006,Blackfalds2006,545,87,312,231,399,638,587,413,376,301,238,135,,,,0.0,0.0,0.0,,,,,,,,,2137.0,15.0,0.0,15.0,0.0,0.0,175.0,75.0,1365.0,,5534.0,,,
Blackfalds,2007,Blackfalds2007,588,93,327,219,416,668,639,444,383,317,255,140,,,,0.0,0.0,0.0,,,,,,,,,2124.0,,,,,,,,,,5877.0,,,
Blackfalds,2008,Blackfalds2008,618,99,353,229,425,695,679,480,380,334,271,165,,,,0.0,0.0,0.0,,,,,,,,,2128.0,,,,,,,,,,6453.0,,,
Blackfalds,2009,Blackfalds2009,683,92,393,256,433,744,714,544,385,355,287,181,,,,0.0,0.0,0.0,,,,,,,,,2430.0,,,,,,,,,,6806.0,,,
Blackfalds,2010,Blackfalds2010,719,124,409,297,427,776,755,602,407,377,315,198,,,,0.0,0.0,0.0,,,,,,,,,2480.0,,,,,,,,,,6806.0,,,
Blackfalds,2011,Blackfalds2011,756,138,434,324,439,841,778,648,446,382,353,224,80.97000000000001,,,0.0,0.0,0.0,,,,,,,,,3032.0,40.0,0.0,15.0,140.0,0.0,270.0,135.0,1650.0,,7357.0,,,
Blackfalds,2012,Blackfalds2012,786,150,469,340,450,900,817,697,469,380,357,242,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,3083.0,,,,,,,,,,7943.0,,,
Blackfalds,2013,Blackfalds2013,810,151,490,357,475,931,866,739,486,377,368,239,81.23333333333333,,,0.0,0.0,0.0,,,,,,,,,3173.0,,,,,,,,,,8432.0,,,
Blackfalds,2014,Blackfalds2014,840,188,515,385,521,1005,952,795,539,399,389,266,81.29333333333334,,,0.0,0.0,0.0,,,,,,,,,3361.0,,,,,,,,,,9278.0,,,
Blackfalds,2015,Blackfalds2015,879,178,550,391,576,1006,1054,818,577,416,399,289,81.37,,,0.0,0.0,0.0,,,,,,,,,3917.0,,,,,,,,,,9461.0,,,
Blackfalds,2016,Blackfalds2016,1053,188,643,504,648,1155,1321,970,680,521,470,345,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,4095.0,70.0,0.0,40.0,160.0,0.0,415.0,110.0,2510.0,,9615.0,,,
Blackfalds,2017,Blackfalds2017,1125,188,673,529,612,1142,1360,997,731,549,481,361,81.07333333333334,,,0.0,0.0,0.0,,,,,,,,,4337.0,,,,,,,,,,9780.0,,,
Blackfalds,2018,Blackfalds2018,1130,204,703,543,590,1197,1401,1073,783,567,469,385,81.40333333333334,,,0.0,0.0,0.0,,,,,,,,,4337.0,,,,,,,,,,10270.0,,,
Blackfalds,2019,Blackfalds2019,1093,239,782,548,560,1144,1420,1119,795,617,491,381,81.47,,,0.0,0.0,0.0,,,,,,,,,4337.0,,,,,,,,,,9583.0,,,
Blackfalds,2020,Blackfalds2020,1070,199,851,593,504,1114,1327,1208,865,653,480,374,81.29666666666667,,,0.0,0.0,0.0,,,,,,,,,4337.0,,,,,,,,,,9643.0,,,
Blackfalds,2021,Blackfalds2021,994,226,828,631,560,1044,1235,1194,850,646,496,378,81.12666666666667,,,0.0,0.0,0.0,,,,,,,,,4337.0,170.0,0.0,30.0,145.0,920.0,510.0,215.0,2715.0,,,,,
Blackfalds,2022,Blackfalds2022,965,227,879,683,542,1008,1206,1226,900,696,502,383,80.64333333333333,,,,,,,,,,,,,,4337.0,,,,,,,,,,,,,
Blackfalds,2023,Blackfalds2023,975,224,921,679,547,959,1188,1261,975,743,547,371,,,,,,,,,,,,,,,4262.0,,,,,,,,,,,,,
Rochon Sands,2001,Rochon Sands2001,1,0,0,2,2,0,3,0,4,6,7,10,,,,,,,,,,,,,,,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,,,,
Rochon Sands,2002,Rochon Sands2002,1,0,0,2,2,0,3,0,4,6,7,10,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,
Rochon Sands,2003,Rochon Sands2003,1,0,0,2,3,0,3,0,4,7,8,10,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,
Rochon Sands,2004,Rochon Sands2004,1,0,1,4,3,1,3,0,5,4,7,7,,,,0.0,0.0,0.0,,,,,,,,,33.0,,,,,,,,,,,,,
Rochon Sands,2005,Rochon Sands2005,1,0,1,3,2,2,2,2,4,6,7,6,,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,50.0,,,
Rochon Sands,2006,Rochon Sands2006,0,0,1,2,4,2,0,2,1,7,7,10,,,,0.0,0.0,0.0,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,48.0,,,
Rochon Sands,2007,Rochon Sands2007,0,0,1,2,4,2,0,2,1,7,6,10,,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,41.0,,,
Rochon Sands,2008,Rochon Sands2008,0,0,1,2,4,2,0,2,1,7,6,11,,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,43.0,,,
Rochon Sands,2009,Rochon Sands2009,1,0,1,2,5,3,1,2,0,5,8,9,,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,47.0,,,
Rochon Sands,2010,Rochon Sands2010,1,0,1,2,5,4,1,2,1,5,7,7,,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,47.0,,,
Rochon Sands,2011,Rochon Sands2011,2,0,1,0,1,7,2,0,1,1,9,7,79.18666666666667,,,0.0,0.0,0.0,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,50.0,,,
Rochon Sands,2012,Rochon Sands2012,2,0,1,1,1,7,2,0,2,1,9,8,79.31666666666666,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,80.0,,,
Rochon Sands,2013,Rochon Sands2013,2,0,1,1,1,7,2,0,3,1,8,9,79.47,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,89.0,,,
Rochon Sands,2014,Rochon Sands2014,2,0,3,0,1,7,2,2,4,1,6,9,79.53000000000002,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,76.0,,,
Rochon Sands,2015,Rochon Sands2015,1,0,3,0,3,4,2,3,2,3,7,6,79.56,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,78.0,,,
Rochon Sands,2016,Rochon Sands2016,0,0,1,1,4,2,3,2,2,5,5,6,79.86,,,0.0,0.0,0.0,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,72.0,,,
Rochon Sands,2017,Rochon Sands2017,0,0,2,0,3,1,3,1,2,5,4,4,80.05,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,64.0,,,
Rochon Sands,2018,Rochon Sands2018,1,0,2,1,2,1,4,1,2,5,2,3,80.43666666666667,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,60.0,,,
Rochon Sands,2019,Rochon Sands2019,3,0,2,1,0,5,4,1,2,5,1,4,80.74,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,66.0,,,
Rochon Sands,2020,Rochon Sands2020,3,0,2,2,0,5,2,2,4,3,1,2,80.61,,,0.0,0.0,0.0,,,,,,,,,29.0,,,,,,,,,,71.0,,,
Rochon Sands,2021,Rochon Sands2021,5,0,2,0,1,6,2,3,7,3,3,3,80.48666666666666,,,0.0,0.0,0.0,,,,,,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,,,,
Rochon Sands,2022,Rochon Sands2022,6,0,2,1,0,7,1,4,7,5,3,2,79.88,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,
Rochon Sands,2023,Rochon Sands2023,5,1,2,1,0,4,5,5,7,6,2,2,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,
Donalda,2001,Donalda2001,17,3,15,16,11,26,8,19,21,8,17,6,,,,,,,,,,,,,,,113.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,70.0,,,,,
Donalda,2002,Donalda2002,16,3,14,14,11,25,8,18,21,10,19,6,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,
Donalda,2003,Donalda2003,20,1,14,12,11,25,6,17,24,13,17,6,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,
Donalda,2004,Donalda2004,16,5,13,8,9,20,10,11,26,16,12,11,,,,0.0,0.0,0.0,,,,,,,,,116.0,,,,,,,,,,,,,
Donalda,2005,Donalda2005,12,4,15,5,11,15,11,10,23,17,9,16,,,,0.0,0.0,0.0,,,,,,,,,118.0,,,,,,,,,,800.0,,,
Donalda,2006,Donalda2006,11,3,13,7,8,14,14,7,21,25,11,16,,,,0.0,0.0,0.0,,,,,,,,,125.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,80.0,,855.0,,,
Donalda,2007,Donalda2007,11,4,14,7,9,14,15,8,21,26,13,17,,,,0.0,0.0,0.0,,,,,,,,,127.0,,,,,,,,,,873.0,,,
Donalda,2008,Donalda2008,13,4,14,7,8,17,16,10,18,27,16,19,,,,0.0,0.0,0.0,,,,,,,,,133.0,,,,,,,,,,880.0,,,
Donalda,2009,Donalda2009,13,4,15,8,10,19,16,11,14,31,19,14,,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,846.0,,,
Donalda,2010,Donalda2010,19,1,16,10,9,20,15,15,10,28,24,12,,,,0.0,0.0,0.0,,,,,,,,,152.0,,,,,,,,,,846.0,,,
Donalda,2011,Donalda2011,19,7,18,9,6,20,16,19,10,27,25,12,79.18666666666667,,,0.0,0.0,0.0,,,,,,,,,152.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,80.0,,880.0,,,
Donalda,2012,Donalda2012,19,8,18,10,6,19,15,17,9,25,23,9,79.31666666666666,,,0.0,0.0,0.0,,,,,,,,,153.0,,,,,,,,,,930.0,,,
Donalda,2013,Donalda2013,20,9,18,7,7,15,13,16,10,18,30,12,79.47,,,0.0,0.0,0.0,,,,,,,,,153.0,,,,,,,,,,922.0,,,
Donalda,2014,Donalda2014,15,7,15,8,6,12,16,16,12,12,28,13,79.53000000000002,,,0.0,0.0,0.0,,,,,,,,,153.0,,,,,,,,,,944.0,,,
Donalda,2015,Donalda2015,9,8,13,10,5,9,14,12,13,10,24,17,79.56,,,0.0,0.0,0.0,,,,,,,,,149.0,,,,,,,,,,908.0,,,
Donalda,2016,Donalda2016,6,1,12,11,5,6,12,11,17,11,17,19,79.86,,,0.0,0.0,0.0,,,,,,,,,161.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,80.0,,879.0,,,
Donalda,2017,Donalda2017,4,0,9,11,3,0,6,12,7,12,12,20,80.05,,,0.0,0.0,0.0,,,,,,,,,161.0,,,,,,,,,,880.0,,,
Donalda,2018,Donalda2018,3,2,10,10,0,4,4,9,7,12,12,17,80.43666666666667,,,0.0,0.0,0.0,,,,,,,,,136.0,,,,,,,,,,885.0,,,
Donalda,2019,Donalda2019,5,0,12,11,4,5,5,14,4,10,12,13,80.74,,,0.0,0.0,0.0,,,,,,,,,136.0,,,,,,,,,,858.0,,,
Donalda,2020,Donalda2020,7,3,13,8,7,4,4,10,9,6,9,12,80.61,,,0.0,0.0,0.0,,,,,,,,,136.0,,,,,,,,,,898.0,,,
Donalda,2021,Donalda2021,8,2,16,21,6,9,5,8,13,18,14,13,80.48666666666666,,,0.0,0.0,0.0,,,,,,,,,136.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,85.0,,,,,
Donalda,2022,Donalda2022,15,1,14,17,8,9,4,11,14,10,21,9,79.88,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
Donalda,2023,Donalda2023,14,2,12,16,8,20,16,13,12,9,18,8,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
Flagstaff County,2001,Flagstaff County2001,228,53,404,418,198,156,214,324,374,370,308,211,,,,,,,,,,,,,0.0,0.0,187.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,1365.0,,,,,
Flagstaff County,2002,Flagstaff County2002,213,51,390,399,202,147,204,303,367,380,301,221,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,
Flagstaff County,2003,Flagstaff County2003,209,45,380,372,208,139,195,267,380,376,310,229,,115.0,493697.1,,,,,,,,,,,,189.0,,,,,,,,,,,,,
Flagstaff County,2004,Flagstaff County2004,211,43,354,371,199,146,189,240,372,385,317,231,,171.0,526371.6,1203.69998,5022943.5,20788.8966,,,,,,,,,187.0,,,,,,,,,,,,,
Flagstaff County,2005,Flagstaff County2005,208,42,339,370,185,147,178,235,355,395,338,230,,226.0,576754.0,1278.50248,5285838.0,22075.3334,,,,,,,,,187.0,,,,,,,,,,1020.0,,,
Flagstaff County,2006,Flagstaff County2006,209,44,333,356,185,152,168,219,355,365,337,231,,155.0,622465.0,1283.65745,5258290.5,22077.2412,27779.0,179370.0,95499.0,0.0,267887.0,101676.0,91143.0,0.0,187.0,0.0,10.0,0.0,80.0,0.0,0.0,10.0,1295.0,,1036.0,,,
Flagstaff County,2007,Flagstaff County2007,201,47,337,356,187,153,164,221,337,367,369,234,,92.0,598896.0,1258.82503,5104168.5,21749.40961,,,,,,,,,186.0,,,,,,,,,,1106.0,,,
Flagstaff County,2008,Flagstaff County2008,197,44,318,337,174,156,164,218,292,381,365,234,,102.0,543166.7,1271.7575,5051042.5,21922.1617,,,,,,,,,201.0,,,,,,,,,,1108.0,,,
Flagstaff County,2009,Flagstaff County2009,197,42,300,321,185,145,171,222,269,365,382,263,,36.0,431419.3,1324.99,5147640.5,22781.4444,,,,,,,,,205.0,,,,,,,,,,1103.0,,,
Flagstaff County,2010,Flagstaff County2010,188,34,269,317,160,133,166,195,236,325,390,275,,58.0,372242.0,1280.45998,4956088.5,21936.25769,,,,,,,,,210.0,,,,,,,,,,1103.0,,,
Flagstaff County,2011,Flagstaff County2011,171,37,253,282,166,133,170,184,218,312,358,295,80.58999999999999,91.0,328162.4,1530.49243,5120894.924,22895.295,11590.0,217256.0,81926.0,0.0,0.0,355323.0,57095.0,0.0,210.0,0.0,0.0,0.0,70.0,5.0,10.0,0.0,1250.0,,1121.0,,,
Flagstaff County,2012,Flagstaff County2012,173,37,251,301,184,133,180,187,225,300,360,314,80.44333333333333,65.0,261922.5,1429.68388,4716767.0,21345.55494,,,,,,,,,214.0,,,,,,,,,,1175.0,,,
Flagstaff County,2013,Flagstaff County2013,178,39,248,287,199,133,186,187,221,264,354,298,80.07666666666667,89.0,235366.8,1208.33748,4405236.402,19790.5379,,,,,,,,,193.0,,,,,,,,,,1151.0,,,
Flagstaff County,2014,Flagstaff County2014,171,40,248,277,210,157,171,195,215,248,334,290,79.76666666666667,22.0,226713.9,1187.26005,4307100.0,19344.25191,,,,,,,,,188.0,,,,,,,,,,1157.0,,,
Flagstaff County,2015,Flagstaff County2015,174,42,252,260,218,170,187,210,201,241,317,283,79.81333333333333,1.0,191273.9,803.72003,2921171.75,12950.425,,,,,,,,,188.0,,,,,,,,,,1124.0,,,
Flagstaff County,2016,Flagstaff County2016,201,43,249,263,213,165,194,219,196,241,312,271,79.67333333333333,1.0,147323.0,580.1975,2145988.5,9423.4156,14317.0,233293.0,84591.0,0.0,251929.0,104101.0,59674.0,0.0,,0.0,0.0,0.0,80.0,5.0,10.0,5.0,1280.0,,1118.0,,,
Flagstaff County,2017,Flagstaff County2017,215,32,251,255,211,195,178,219,214,254,297,267,79.70333333333333,17.0,130601.5,27542.455,2060167.776,8983.2994,,,,,,,,,,,,,,,,,,,1102.0,,,
Flagstaff County,2018,Flagstaff County2018,222,40,243,249,215,181,171,224,226,248,275,278,79.63,6.0,108391.6,21217.71118,2188231.965,9326.32839,,,,,,,,,,,,,,,,,,,1131.0,,,
Flagstaff County,2019,Flagstaff County2019,213,38,256,250,197,185,196,197,242,244,254,270,79.31,5.0,90092.4,20618.9946,2199873.674,9669.94504,,,,,,,,,,,,,,,,,,,1100.0,,,
Flagstaff County,2020,Flagstaff County2020,213,38,258,239,200,164,177,203,243,232,243,266,79.07,2.0,70833.3,15355.29635,782472.5145,11565.88958,,,,,,,,,,,,,,,,,,,1125.0,,,
Flagstaff County,2021,Flagstaff County2021,210,60,258,236,156,186,190,208,245,211,224,244,79.25666666666666,,67723.4,21533.85515,1101302.718,3311.54884,15236.0,237312.0,99362.0,7336.0,229150.0,83246.0,66026.0,14643.0,,0.0,0.0,0.0,100.0,15.0,0.0,0.0,1265.0,,,,,
Flagstaff County,2022,Flagstaff County2022,188,39,247,243,143,165,184,202,241,215,226,215,79.54666666666667,12.0,62041.9,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstaff County,2023,Flagstaff County2023,151,49,235,230,168,146,206,175,238,236,220,206,,2.0,60473.9,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance,2001,Alliance2001,8,3,8,9,15,10,7,13,14,13,12,7,,,,,,,,,,,,,,,104.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,80.0,,,,,
Alliance,2002,Alliance2002,8,3,9,9,13,11,6,13,13,13,11,7,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,
Alliance,2003,Alliance2003,7,3,7,8,13,9,3,14,13,17,11,9,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,
Alliance,2004,Alliance2004,6,1,10,7,12,8,2,12,14,16,11,9,,,,0.0,0.0,0.0,,,,,,,,,99.0,,,,,,,,,,,,,
Alliance,2005,Alliance2005,7,1,9,9,14,7,4,13,14,12,10,7,,,,0.0,0.0,0.0,,,,,,,,,98.0,,,,,,,,,,573.0,,,
Alliance,2006,Alliance2006,4,1,9,11,7,5,6,7,16,17,12,8,,,,0.0,0.0,0.0,,,,,,,,,106.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,65.0,,579.0,,,
Alliance,2007,Alliance2007,4,1,8,11,9,5,6,7,16,16,14,8,,,,0.0,0.0,0.0,,,,,,,,,103.0,,,,,,,,,,589.0,,,
Alliance,2008,Alliance2008,4,1,11,10,10,5,5,4,17,15,17,6,,,,0.0,0.0,0.0,,,,,,,,,105.0,,,,,,,,,,594.0,,,
Alliance,2009,Alliance2009,4,1,10,9,10,6,7,3,14,17,17,5,,,,0.0,0.0,0.0,,,,,,,,,102.0,,,,,,,,,,609.0,,,
Alliance,2010,Alliance2010,7,2,8,11,10,9,4,4,12,20,14,8,,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,609.0,,,
Alliance,2011,Alliance2011,5,1,9,15,11,8,3,4,10,21,15,10,80.58999999999999,,,0.0,0.0,0.0,,,,,,,,,108.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,65.0,,607.0,,,
Alliance,2012,Alliance2012,5,1,9,14,10,7,3,4,8,21,15,10,80.44333333333333,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,639.0,,,
Alliance,2013,Alliance2013,5,1,6,15,8,8,3,4,7,19,17,13,80.07666666666667,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,628.0,,,
Alliance,2014,Alliance2014,4,0,3,10,7,9,3,3,6,18,17,12,79.76666666666667,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,655.0,,,
Alliance,2015,Alliance2015,3,1,6,11,9,5,5,3,6,13,18,11,79.81333333333333,,,0.0,0.0,0.0,,,,,,,,,109.0,,,,,,,,,,671.0,,,
Alliance,2016,Alliance2016,2,1,5,3,7,6,3,3,7,6,19,16,79.67333333333333,,,0.0,0.0,0.0,,,,,,,,,108.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,75.0,,633.0,,,
Alliance,2017,Alliance2017,1,0,3,6,5,3,5,1,3,7,18,16,79.70333333333333,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,642.0,,,
Alliance,2018,Alliance2018,2,0,4,4,5,4,4,1,3,5,13,14,79.63,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,619.0,,,
Alliance,2019,Alliance2019,2,0,4,4,7,3,4,1,1,8,10,15,79.31,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,593.0,,,
Alliance,2020,Alliance2020,2,0,5,3,11,1,4,4,2,7,9,14,79.07,,,0.0,0.0,0.0,,,,,,,,,108.0,,,,,,,,,,604.0,,,
Alliance,2021,Alliance2021,1,0,3,4,3,11,4,5,7,7,8,21,79.25666666666666,,,0.0,0.0,0.0,,,,,,,,,108.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,65.0,,,,,
Alliance,2022,Alliance2022,4,0,4,4,4,16,6,4,6,7,11,15,79.54666666666667,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,
Alliance,2023,Alliance2023,6,1,5,5,2,14,8,6,4,8,13,15,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,
White Sands,2001,White Sands2001,4,0,6,3,2,4,5,5,6,3,10,6,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,
White Sands,2002,White Sands2002,4,0,6,3,2,5,5,6,7,3,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Sands,2003,White Sands2003,4,0,7,3,2,4,6,4,11,4,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Sands,2004,White Sands2004,3,0,8,5,2,3,7,5,14,5,13,14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2005,White Sands2005,6,0,12,3,3,3,7,2,17,8,9,18,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2006,White Sands2006,3,3,12,5,1,0,8,2,18,10,6,21,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2007,White Sands2007,3,3,12,5,1,0,8,2,17,10,4,20,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2008,White Sands2008,3,3,12,5,1,0,8,2,14,10,4,17,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2009,White Sands2009,1,3,8,3,1,0,5,2,11,11,8,13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2010,White Sands2010,1,2,11,2,2,0,7,3,5,8,9,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2011,White Sands2011,0,1,8,0,1,0,1,4,6,7,13,4,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,
White Sands,2012,White Sands2012,0,1,8,0,1,1,1,4,6,9,14,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2013,White Sands2013,0,1,7,2,1,1,1,4,7,10,14,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2014,White Sands2014,0,1,8,3,1,1,3,4,6,9,16,6,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2015,White Sands2015,2,1,7,4,1,2,4,3,5,11,16,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2016,White Sands2016,3,0,6,7,0,3,3,3,3,9,17,10,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,,,,
White Sands,2017,White Sands2017,2,2,4,2,2,1,6,3,2,9,11,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2018,White Sands2018,0,1,3,2,3,1,3,4,3,7,12,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2019,White Sands2019,2,1,3,3,4,1,3,6,1,6,12,12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2020,White Sands2020,2,1,2,1,5,1,3,4,3,5,11,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
White Sands,2021,White Sands2021,2,4,11,2,3,6,2,5,9,8,7,23,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,,,,
White Sands,2022,White Sands2022,1,2,14,3,3,5,2,7,9,8,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Sands,2023,White Sands2023,1,0,15,5,3,1,6,6,5,13,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forestburg,2001,Forestburg2001,63,14,56,51,53,56,53,77,68,54,55,40,,,,,,,,,,,,,,,384.0,15.0,0.0,0.0,5.0,5.0,5.0,0.0,325.0,,,,,
Forestburg,2002,Forestburg2002,61,13,59,47,52,52,54,72,72,56,63,38,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,
Forestburg,2003,Forestburg2003,61,13,62,48,45,55,48,74,78,59,60,45,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,
Forestburg,2004,Forestburg2004,64,9,62,57,41,54,44,73,72,64,67,47,,,,0.0,0.0,0.0,,,,,,,,,384.0,,,,,,,,,,,,,
Forestburg,2005,Forestburg2005,66,12,62,55,44,50,51,64,68,73,73,48,,,,0.0,0.0,0.0,,,,,,,,,385.0,,,,,,,,,,1465.0,,,
